review,rating,gym,branch,length,year
"Wanted to give this gym a chance. Just as expected, more than disappointing. Adding my negative review as a complement read to the others who negatively reviewed the gym environment and equipment (to which I wholeheartedly agree as well).

I wonder if FF staff are actually deliberately inattentive to those on (free) trials, because the experience I got was abysmal.

Counter staff was curt through and through. Is she stressed out or did FF hire any one willing to take up a job? Although I was new, no orientation was done, just flippant random finger pointing of where locations might be. Was passed the locker card which I did not know how to use and was not told how to. Had to wait for a random gym user to pass through the female toilet to ask her.

I was there to experience a group class. I specifically told the sales rep (Edmund) that I wanted to try Bodypump. Made no effort to help secure that class although he knew it was popular. Got the class after that, which was Bodybalance. Sales rep was also not there to facilitate the process.

Instructor did not bother to orientate or brief class participants about equipment setup, just assumed everyone would know or figure out, despite there being more than one newbie. Me, being a guest, did not know about this cryptic chope-ing rule of mats, 2 ladies complained about me to the instructor when I took one of their mats, and he did nothing to ameliorate the situation. I offered to switch but the butch-looking one told me to ""forget it"". What a horrid encounter before the class even started. Not only the staff, but the members were equally hostile.

Despite relating all these to the sales rep via WhatsApp, all he could do was to say sorry. No customer/service recovery whatsoever, even when I said I would not sign with FF. What a lazy sales rep.

Don't bother signing with FF. Don't think they even need more clients since the sales rep did nothing to try to secure a deal, and staff on-site did nothing to make the experience pleasant.

There are a ton of other places that offer Les Mills and better instructors. Don't waste your time here.

Trial date: 23 October 2024",1,Fitness First,Paya Lebar,2142,2024
"Terrible experience at Fitness First Paya Lebar!

The personal training session with Jasper Chin was unprofessional--he was overly touchy. For example, during a lower back exercise, I did not do the exercise correctly and he slapped the area near my hip and laughed about it. I was shocked and uncomfortable with his behaviour. During another exercise, he made an inappropriate comment about my waist, saying that people with small waists would dote on their future partners. There were also times when he made dismissive comments, saying that some girls are overly sensitive--which felt like a form of gaslighting.

He also kept pushing the training package while insisting he wasnt earning a commission, and even sent photos of famous people, claiming he had trained them. His actions and comments made me feel extremely uncomfortable, and I did not pay a premium price for such unprofessional service!

As someone signing up for a personal trainer for the first time, I was not informed about my option to choose a trainer. The salesperson assigned me a trainer without asking for my preference, which further added to the unprofessionalism! I hope Fitness First Paya Lebar will make this option clear to all their clients, including whether they prefer a female or male trainer.

Additionally, personal trainers should maintain professionalism and avoid sending irrelevant content. It would have been more appropriate for the trainer to send a text to schedule/reschedule the PT session instead of making repeated phone calls, which I found unprofessional and intrusive...",1,Fitness First,Paya Lebar,1576,2024
"The equipment area is often very crowded, and with only one squat rack available. Some PT is quite unprofessional in communication",1,Fitness First,Paya Lebar,130,2024
"Worst fitness first I've ever been. Full of boxing class taking up all the warm up spaces, some of the PTs (eg. Linus) are poorly trained and not even in shape..",1,Fitness First,Paya Lebar,161,2024
Very crowded and under equipped,1,Fitness First,Paya Lebar,31,2024
There's a shoe thief in this branch. Beware.,1,Fitness First,Paya Lebar,44,2024
"pleased with my first time trial session, faciliated by kenny and james, thank you kenny for explaining to me in detail the gym / sauna I could access to, for not being pushy for me to sign up but for letting me enjoy my experience in the gym

thank you james PT for answering my questions during the session very patiently, and for demonstrating to me how to do the exercises and encouraging me !

gym facilities were excellent, sauna could be used during the free trial, towels provided as well, and free gym attire to change into was offered, enjoyed my experience in paya lebar fitness first, thank you :)",5,Fitness First,Paya Lebar,609,2024
Absolutely hate their open concept class. The noise of it gives me a headache,2,Fitness First,Paya Lebar,77,2024
I really like the gym. The staff are great and kind,5,Fitness First,Paya Lebar,51,2024
"I wish to leave a compliment for Shah, the front of house at Paya Lebar branch.

I went in yesterday to check if I had dropped my VIP membership card on Monday.
His tone attitude was not only pleasant, but also in a helpful customer oriented manner which I appreciated very much.

Although initially he could not understand what I meant by a ""VIP membership card"", he used his initiative to run through the generic cards from his drawer to help bridge a common understanding of what I was referring to.

He went on to verify my membership, when I was last issued with a physical card and the years I've been with Fitness First to qualify for the issuance of the card.

I've employed many service staff in my company and I'm impressed by his performance. He has displayed professional attitude, initiative, grace and knowledge as an FOH. One of the best once in my memory as a member for the past 20 years.",5,Fitness First,Paya Lebar,905,2024
"I've been training with Alvin for the past six months, and I couldnt be more pleased with the results and the journey weve been on together. From the very beginning, Alvin took the time to understand my fitness goals and crafted a personalized plan tailored to my needs. His expertise and knowledge in fitness are truly impressive, and his guidance has been instrumental in helping me achieve my goals.Alvin's encouragement and positive attitude have kept me motivated throughout the entire process. He always knows how to push me just the right amount, ensuring I make progress while still enjoying my workouts. His attention to detail and focus on proper form have also been invaluable in preventing injuries and maximizing the effectiveness of each exercise.What sets Alvin apart is his genuine passion for what he does and his commitment to his clients success. He's always available for advice, whether it's about nutrition, recovery, or just general fitness tips. His dedication goes beyond just our sessions; he's invested in my overall well-being and progress.I've seen significant improvements in my strength, endurance, and overall fitness level, all thanks to Alvin's excellent guidance and support. If youre looking for a personal trainer who is knowledgeable, motivating, and truly cares about your success, I highly recommend Alvin.Thank you, Alvin, for an amazing six months. I look forward to continuing this journey with you and reaching new heights in my fitness journey!",5,Fitness First,Paya Lebar,1489,2024
"Thanks to my first 3 trial sessions with my PT, Alvin, he is very knowledgeable and helpful as in guiding me to get a correct posture to train different part of my muscle. I feel much better and improved a lot within this 3 trial session with him.",5,Fitness First,Paya Lebar,247,2024
"Open Concept is too noisy especially during group class. Equipment is not well cleaned, they are very smelly. Place is also very cramped. Avoid if you prefer to have a quieter place to work out. Recommend MBC , Bugis or Westgate branch.",2,Fitness First,Paya Lebar,236,2024
Very good place to exercise 4 times a week usually come there,5,Fitness First,Paya Lebar,61,2024
Gd,5,Fitness First,Paya Lebar,2,2024
Dont recommend joining very bad,1,Fitness First,Paya Lebar,31,2024
"My experience with the gym was average (the start off 3 sessions at Paya Lebar outlet -.-')
I won't encourage anyone to trial for the 3 kickoff PT. Nothing much to take away unless you take notes  ..
Pros:
1) Paya Lebar front desk staffs are usually quite friendly. There are few and especially Angela*. She has been always very friendly, warm, helpful throughout my experience whenever I come in.
2) Gym and shower locker is clean
3) convenient locations. Not too crowded.
4) Some Classes instructors are nice.
5) workouts attire provided (convenient)",3,Fitness First,Paya Lebar,552,2024
"Decent set up, sufficient space, slightly aging toilet areas currently",4,Fitness First,Paya Lebar,70,2024
"I had 3 sessions of PT for the first time. During my training, the coach was very friendly and taught me exercises in a very careful way. Alvin is a trustworthy coach",5,Fitness First,Paya Lebar,166,2024
Located at SingPost 2nd Level,5,Fitness First,Paya Lebar,29,2024
"My friend recommended me to fittness first to exercise on 16 Nov, thats was my 1st experience to gym also was 1st time visit to gym is fittness first, my friend advised me not to wear watch n rings during workout so i took out my 2 diamond rings and digital wach put into shorts pocket that belongs to gym, after 1 hr workout I went to shower, I forgotten to take out my belongings, only very night after 10pm I realised my rings was not at fingers i asked my friend to ring the outlet staffs , he told me branch already closed but he texted branch colleague to look out on this matter. After 2 days the caller told him only the watch has been found not the rings. I twisted my waist after 2-3 days later, 3weeks later on 28 Nov I went to paya lebar fittness first to collect my watch , the counter Indian lady call kanchu claim herself as in charge of the branch so I told her the incident of my case and is a memorable gifts, she promised n said she will definitely call me on very day to update me on my case, I keep waiting for her call yet not a single call rrceive from her, I keep thinking is this how fittness first in charge handle customers?? I decided to call up paya lebar fittness first for a check out on my items, then call bound to call center , lady told me shes a counter girl not in charge and when call transfer to the branch, she pick up, I ask her do she remember me that day I came down to collect my watch n ask on my lost rings under lost n found? She ans YES, I asked her, promised to call me on the very day on my lost n found items and make me waited more than a week for your call, she replied me she MC for 1 week and told me she pass my case to her colleague on next day, I asked her are you MC on that very day that you promised me?
Firstly, how can a counter girl claim herself as in charge?
Secondly, empty promise to customers
End up let me feel that not professional
and bad impression of fittness first service that I unable to forget",1,Fitness First,Paya Lebar,1971,2023
Just crowded during peak hours.. space wise not big enough to accommodate the crowd.,4,Fitness First,Paya Lebar,84,2023
"Ive had an excellent experience at this fitness center. The gym is clean and spacious, with a wide variety of equipment, including free weights and weight machines. There are also a lot of group fitness classes offered, so theres something for everyone.
.
Im especially happy with my personal trainer, Alvin. I have signed up 35 PT sessions with him in total. Alvin is extremely approachable, makes me feel comfortable, corrects my form, selects appropriate weights and exercises tailored to my needs. He offers guidance on executing movements correctly and instructs me on the usage of various equipment. Hes exceptionally patient and even takes notes to monitor progress.

I highly recommend this Fitness First location to anyone looking to improve their fitness journey!",5,Fitness First,Paya Lebar,773,2023
"Too crowded, closed too early at 7pm",1,Fitness First,Paya Lebar,36,2023
"Alvin has been really helpful in clarifying my questions, walking me through different exercises and giving beneficial tips to achieve my fitness goals!",5,Fitness First,Paya Lebar,152,2023
"The facility is very good, people are generally quite nice and my PT, Alvin Tan, was excellent. I saw much needed improvements in my body after training with him for a while, he is very supportive and knowledgeable. Correcting my posture as needed and even answering my wave of questions. Highly recommended.",5,Fitness First,Paya Lebar,308,2023
"Absolutely lousy service. The few times I went to this outlet, the staff were not friendly - this, I wouldn't complain about on its own. But, what's frustrating is their attitude and service when I reported my lost card.

I went on 15 August and checked in in the morning. After my session, I reported that I lost my card and think I left it in the exercise shorts, which I placed in the laundry. The staff immediately said there is no lost card - if there were, they would've been alerted by the cleaner already. I said I JUST left the toilet 10min ago, so the cleaner may not have cleared the laundry since then. I told the staff I've to rush off but please call me in 2-3 hours to update me about the status of my card.

The staff gave assurance that whether or not they find it, they will call me to let me know. But on the same day, more than 2-3 hours later (**this would be around 5pm**), they still had not called me.

I called Paya Lebar outlet to check on the status of my card. They said they already took down my name and will call me if they find it. By the next day, they still had not called me.

I then called FF and someone on the line said they've reported my request directly to Paya Lebar's outlet and the staff will call me. Still, no call.

2 weeks have passed and I haven't received a call from the Paya Lebar staff. I went to a different outlet to ask for a check on my card. The staff at the other outlet told me there were TWO check-ins on my card at the Paya Lebar outlet on 15 August. **One was around 5.30pm** Meaning, either the staff found my card and checked-in for whatever reason, or someone else used my card at the same outlet and the staff just let the person in. Moreover, the staff did not inform me about this when I called them around 5+pm that same day, and instead told me my card still hasn't been found.

What were the Paya Lebar staff doing? They said they had taken down my name and card number and would be on alert... why did they not pick up on this and not call me the entire time? Either the staff are irresponsible, negligent, or dishonest?

The staff from the other outlet said he will inform Paya Lebar to call me. One day later, still no call.

I would say I'm speechless about the lousy service but in reality I've too much to say. Unacceptable lol",1,Fitness First,Paya Lebar,2305,2023
"""To my wonderful coach Alvin, thank you for always believing in me. Thank you for your patience, guidance and efforts, You have been a great listener and motivate me to finish my exercises. With this exercises, it has improved my health""",5,Fitness First,Paya Lebar,237,2023
"My name is Nithia, just started my personal training program with Fitness First. My goal is to lose 40kgs. I have finished 7 sessions so far. I would like to say a big thank you to my personal trainer Kyra. I feel more energetic and happier. Kyra is friendly and always motivates me. I always look forward to go to the gym.",5,Fitness First,Paya Lebar,323,2023
"Convenient gym, and I had a great PT experience with Alvin. Helped me slim down in 2 months while ensuring workouts are not too much for me but still challenging enough. Lots of fun classes but no sauna like other FFs. Overall a good workout place.",5,Fitness First,Paya Lebar,248,2023
Amazing -2,5,Fitness First,Paya Lebar,10,2023
"I received PT 3 times for the first time. During the consultation, I told them about my goals and desired body type, and the trainer created an exercise schedule to suit my specific schedule and physical strength! While I was receiving training, the trainer was so kind and taught me exercises in a fun way, so I worked out with a smile on my face!! If I get another chance, I would like to get a PT from trainer Alvin!!",5,Fitness First,Paya Lebar,420,2023
"I signed up a 15 PT session as a beginner who wanted to tone and slim down. My earlier trainer already left (so I won't review her anymore) and last 4 sessions were done with Alvin. He is very friendly, not intimidating, adjust my posture and will choose weights and routine that suit me. He gives tips how to execute movements properly and teaches me how to use different kinds of equipment. He is someone very patient, even writes down notes to keep track of what you've done. If you are the type who is a gym beginner, wants someone welcoming, patient to start slow and improve gradually, then you can look for Alvin as your personal trainer.",5,Fitness First,Paya Lebar,645,2023
"Hands down, best choice I've made after moving to Singapore is to join Fitness first and train under Alvin Tan. He is a very friendly guy and he makes sure he created PT plan keeping my goals in mind and he always there to support me but also challenge me to push higher, i will definitely recommend to train under Alvin and yes the staff is also very friendly and supportive make me actually want to go train everyday, Thanks Alvin and Team Fitness first",5,Fitness First,Paya Lebar,455,2023
My PT Alvin Tan provide me some beneficial tips.His class were customized for me.Each class was different. Very friendly staff and encouring personal trainers. Good experience,5,Fitness First,Paya Lebar,175,2023
Alvin is a friendly and very helpful PT who is patient and accommodating to different fitness level. Highly recommended Alvin as PT.,5,Fitness First,Paya Lebar,132,2023
"Overall the fitness coach and environment are amazing experiences! Thanks to my PT to design a menu for me, so that I has a correct direction to achieve my goal. Nevertheless the facility is clean and complete, very enjoy my work out every time.",5,Fitness First,Paya Lebar,245,2023
Gym was fantastic.,5,Fitness First,Paya Lebar,18,2023
"Average range of equipment. Comparatively small gym (vs other FF). Small steam room (2 average

or 1 fat human(s).",3,Fitness First,Paya Lebar,114,2023
Nice,5,Fitness First,Paya Lebar,4,2023
The lightings ... too dim,5,Fitness First,Paya Lebar,25,2023
"Edmund was helpful in booking a trial class for me and explaining to me about the membership. Tried out their bodycombat class and it was great. The trainer, Kelvin, had a great ton of energy and the class was fun and tiring. The gym is huge and the facilities are good. They provide towel and attires if you ever need one. The shower area also provide shower essentials, hair dryer or even deordorant etc. Overall, it's a great gym facility.",5,Fitness First,Paya Lebar,442,2023
"I have been with my coach yeekay for the past couple of months, she has been a great support to my fitness journey. I have weak knees. She would always check up on how Im feeling if its hurting. We would always stop immediately and switch to alternative doable exercise when I felt pain. She help guided me throughout my workout, gave me better tips on better execution and engagement on the workout.

The gym facilities, the space, equipments and shower rooms are well equipped. I highly recommended this place and coach yeekay who want to try pt.",5,Fitness First,Paya Lebar,548,2023
Goodddd,5,Fitness First,Paya Lebar,7,2023
Staff during weekend is very lazy. No one at the reception.,1,Fitness First,Paya Lebar,59,2023
"The equipments are amazing. The trainers are very approachable and assist you in the best possible way. I had a personal trainer and she was very dedicated in towards her work. She ensures you reach your goals in the given time you have set for yourself. She also would understand your schedule and plan your training accordingly. This gives you flexibility and motivates you.

Clean and hygienic atmosphere.",5,Fitness First,Paya Lebar,408,2023
"I didnt know how to do it when I first started working out, so I got pt from Yee kay. She worked together for my goal and taught me detailed exercise methods.",5,Fitness First,Paya Lebar,158,2023
"I started going to FF since Jan 23, my PT Yee Kay is very friendly and helpful. She taught me the correct form of exercises and has been very patient with me as I seems to have some minor health issue, she helps to research for me and gave me tips on diet and also taught me the correct breathing techniques. Within this short 1 over month, I have learnt so much from her and can see that my muscles are more defined. Definitely will recommend her to anyone who is interested in engaging a PT.",5,Fitness First,Paya Lebar,493,2023
"Yeekay is a very good trainer, she taught me the knowledge of exercise and how to lose weight correctly. Every session, she will ask me to improve and always remind me the correct posture. She was very confident and enthusiastic about to my improvement. And she would guide and motivate me through the process the moment I wanted to give up. Although sometimes I feel that she is a devil, but as long as I dont give up and finish what she teaches, I will feel my body is no longer the same as usual.I only trained with her for 1month,I can feel that my body strength has increased, my body is lighter and I feel more energetic. I highly recommend choosing her and Fitness First Payalebar to anyone looking to change their lifestyle and fitness level. Thanks to the team for a great experience.",5,Fitness First,Paya Lebar,793,2023
"I have been training with Hafiz for more than a year. I used to be quite scrawny and have since then made significant progress on my physique and sometimes received compliments! Hafiz is a trainer who leads by example and displays high consistency. He himself trains really hard in his free time and maintains a great physique, which serves an inspiration. For my program, he emphasizes on compound exercises with progressive overload and good form, which helps a lot in gaining overall muscularity and strength over the last 1 year. Overall, I would recommend Hafiz for anyone who is looking for a trainer to uplift their fitness or physique.",5,Fitness First,Paya Lebar,643,2023
Great place to workout,5,Fitness First,Paya Lebar,22,2023
I would like to compliment one of the staff at FF SingPost - Nurul. She is very friendly and helpful. Good job!,5,Fitness First,Paya Lebar,111,2023
"Signed up for personal training sessions with Yeekay as I was not sure I'm confident enough to go to the gym alone at first. Her teaching is really good and workouts are never boring with her.

With her help, I've gained strength and muscles, and can clearly see a difference from the first session I had with her. She always pushes me to my limit and motivates me throughout my sets not to give up.

Overall I feel a lot more better and I can't wait to continue my journey with Yeekay and Fitness First - Definitely recommend!

Gym facilities are great too ",5,Fitness First,Paya Lebar,558,2023
"Ive been able to learn the right workouts and form thanks to my trainer EK. I feel confident while making my progression to higher weights, knowing that I have been taught the basics correctly.

I like the gym overall as its well maintained and always full of activities.",5,Fitness First,Paya Lebar,271,2023
"I only sign three months membership with them, but they still keep charging after the term ends without any notice. Very unpleasant experience with them. Be very careful with them when you sign contract with them.",1,Fitness First,Paya Lebar,213,2023
Vending machine took my money but didn't dispense. Staff refused to help me get the drink or refund me but asked me to call the vending machine's company instead.,1,Fitness First,Paya Lebar,162,2023
"Love how spacious it is! The outlet is relatively new. So, the equipment and the overall aesthetic look is still pretty brand new. What got me really excited was the shower area! It was refreshing to see a well-maintained (kind of brand new!) fittings and the full works! Dont miss out!",5,Fitness First,Paya Lebar,286,2023
"Yeekay is a good trainer compare to my previous trainer in FF j10, she taught me insightful knowledge and push me to my limit whereas my previous trainer never does. She is very confident and enthusiastic about my improvement and progress, doing gym session with her is very fun. She always guided and motivated me throughout my set the moment I want to give up. I'm much improved person, my body strength has increased compared to the first session I had with her. I would highly recommend her and fitness first Payalebar gym club to anyone looking to transform their lifestyle and fitness level. Thanks to the team for the amazing experience.",5,Fitness First,Paya Lebar,644,2022
"Recently signed up for personal training with EK here and focussed on correcting my form and lifting capacity. With her help, I am now able to lift heavier and have much better form than before. With a proper diet and well designed training program, I have been able to see good progress here. Thanks to the Fitness First Paya Lebar team and EK for all the help in my fitness journey till now!",5,Fitness First,Paya Lebar,393,2022
My Gym,5,Fitness First,Paya Lebar,6,2022
"Good gym, good vibe, tried some sessions with instructor Yee Kay, saw improvements in gaining strength and muscle. They teach very good techniques and push your comfort zone linearly to be able to do more challenging workouts.",5,Fitness First,Paya Lebar,226,2022
"Kudos to the team and staffs at Fitness First Paya Lebar for the awesome and friendly service provided.
Special mention for my first and official Personal Trainer EK. I have been to fitness first since start of 2021, hoping to have more firm and good looking figure. However I'm lack of the knowledge and in these areas etc what is the correct posture for different workouts. EK patiently guided me and taught me! Look forward to greater heights with her! Reach out to her for better body figure~ ",5,Fitness First,Paya Lebar,497,2022
"The gym has awesome facilities and I only need to bring my shoes which is extremely convenient for my day-to-day busy schedule.

My trainer EK is one of my First PT that I have engaged and I am extremely Impressed. One of the main reasons why I have engaged a PT is due to the lack of discipline. Being Overweight. getting started is definitely a challenge that I face. She always pushes me past my limits and I didnt even realized that I crossed my previous heaviest weights that I could lift.

Only after one month of training, Ive received feedback from my peers that they can finally see a hint of my chin. (Due to my double chin hehe)

Definitely look for EK if you want to keep fit, get strong and stay healthy.",5,Fitness First,Paya Lebar,717,2022
"Before starting personal training here I couldn't do a proper squat and could only do so many before my legs got tired. After starting personal training with Yeekay for slightly more than a month, my legs have become stronger and can do more squats in a row as well as a variety of exercises. Yeekay is friendly and motivating and fast at correcting my form. Great guidance and easy to follow for people new to the gym",5,Fitness First,Paya Lebar,418,2022
"Great space and classes for your prefer workout. With all the proper equipment and punching bag. They also have a small steam room. Best of all, no need to bring work out gear, towel or bathing utility. All is provided. Love this place. Coffee tea water is available for consumption. All rounded place for work out, relax before hitting back to work.",5,Fitness First,Paya Lebar,350,2022
"Feels more posh than the other outlets. But space is limited, therefore feels crowded during peak hours. Has boxing lessons.",4,Fitness First,Paya Lebar,124,2022
"I am a member. The facility is also beautiful.
The environment differs depending on the store, and I think the main features of PayaLebar are that it has a relatively large selection of weight machines compared to other FitnessFirst stores, has a boxing area, and is open even on Sundays.

For me, the advantage is that its located in a shopping mall in front of the station, that there are multiple shopping malls adjacent to it, and that its convenient for shopping and eating after returning from the gym.

Fitness First in the business district where I usually go is often closed on Sundays and public holidays, so I use it when I want to go on Sundays.
*You will need a special pass to visit any store.

There is no pool.
The shower is attached to the ceiling rather than the wall, which is a negative point for me as I like to wash my face and head separately.",4,Fitness First,Paya Lebar,866,2022
Horrible staff at the reception. When a cleaner accidentally throw my mask away at the locket . I asked the for disposable mask . They want charge for it . VERY MONEY MINDSET. Very disappointed with the services. Specially during covid a lot have cut cost and giving out a disposable mask would want to charge. Very disappointing as a member of FF,1,Fitness First,Paya Lebar,347,2022
"Dated cardo equipment. Staff very interested in talking to each other, not so interested in being helpful. Other FF gyms maybe a better option.",2,Fitness First,Paya Lebar,143,2022
Very friendly staff and great place to exercise. Love it. It has a very family vibes.,5,Fitness First,Paya Lebar,85,2022
"Good service, and good facilities there, what can be improved is utilising the space well because its a bit cramped in there but kinda cosy and convenient for east side people of SG. There are other FF outlets, but this is just one of them for east siders and like wanting a compact space to do gym workouts.",4,Fitness First,Paya Lebar,308,2022
"Disappointed personal training. I was told to run on my own for 30mins for the free trial session.
For the paid trial session, I bought the 3 session package 40mins each. My trainer Wind asked to combined the session into 2, so 2 times 60mins lesson.
However, I only received 2 times 50mins training as trainer said my body couldn't afford for 60mins. I asked it should be better to keep 3 times 40mins per session instead? The reply was 40mins not enough, and never mentioned about the shortage of 20mins.

And it would be great if he could reduce the usage of phone during the training session.",1,Fitness First,Paya Lebar,596,2021
Most friendly and customer centric front desk staff! Always willing to help and accommodate requests!,5,Fitness First,Paya Lebar,101,2021
"I see there are a lot of good reviews from local guides.....to me after seeing a lot of gyms, this is one of the most depressing Ive ever seen. For 200 dollars youre in a cubicle with even the group classes in the same room, annoying you as you run on a thread mill. Locker rooms are Outdated, classes are mwah, staff is not caring. As with a lot of things in Singapore: no value for money
Negative
Communication, Quality, Professionalism",2,Fitness First,Paya Lebar,438,2021
"Do not sign up with Regi. He will make up random fees that you dont need to pay for.
Negative
Professionalism",1,Fitness First,Paya Lebar,109,2021
Very good. Environment clean & lastly I have a good trainer Wind,5,Fitness First,Paya Lebar,64,2021
locker room here are clean,5,Fitness First,Paya Lebar,26,2021
Clean ans awesome club,5,Fitness First,Paya Lebar,22,2021
"Relatively small as compared to other outlets. Main studio where classes are mostly held are open concept, no mirrors. Female changing room is adequate, but dimly lit, so it is quite hard to do make up.",3,Fitness First,Paya Lebar,202,2021
Very nice gym. Alot of equipment including stairs master. The lockers seems to be inadequate but its covid period so half of them cannot be used,5,Fitness First,Paya Lebar,144,2021
Relatively new equipment and good facilities.,5,Fitness First,Paya Lebar,45,2021
Needs another squat rack & deadlift area,4,Fitness First,Paya Lebar,40,2020
Nice atmosphere,4,Fitness First,Paya Lebar,15,2020
Great place to workout. One of the newest Fitness First outlets. Group exercise is conducted in an open space concept. Might get a little too crowded during peak hours. Showers are pretty new and clean. The changing rooms have limited locker spaces due to the human capacity restrictions in place due to COVID-19.,5,Fitness First,Paya Lebar,313,2020
Staffs are polite and pleasant,5,Fitness First,Paya Lebar,30,2020
"Positive
Communication, Professionalism",5,Fitness First,Paya Lebar,39,2020
Clean gym,5,Fitness First,Paya Lebar,9,2020
Small space with limited machine and a lot of hoggers. Been member for years but this is very bad. Will not come back.,1,Fitness First,Paya Lebar,118,2020
"Trial experience was very disappointing, especially for a gym franchise that is supposed to be premium in terms of service and space.

Referral staff was not around when I signed in which caused some confusion with receptionists about whether or not I could use my trial pass on the day, and almost got turned away.

Overall, staff didn't feel welcoming or friendly, and were quite pushy in terms of sales as well. The minute I said I'll think about it and listed my factors for consideration - crowds, space, equipment variety, location - she tried to guilt-trip me by saying I ""will not reaching my fitness goals by making excuses for myself"", although these are valid pointers for consideration? What a turn-off if you're trying to get someone to sign up for your gym!

Facilities wise, as others have pointed out, 75% of the area was used for group classes and it was very crowded. Equipment and machine range not as wide in variety as other gyms, even the smaller ones.

Likely won't be coming back - disappointing experience.",1,Fitness First,Paya Lebar,1031,2020
"Large new outlet work lots of equipment. Rogue power rack, Eleiko platforms/bumper plates/platform. Theres also an additional octagonal cage like structure with 2 additional racks. Was able to do Olympic lifts and dump the weights on the platform with no issues. Went off peak after lunch on a weekday so crowd was manageable.",5,Fitness First,Paya Lebar,326,2019
"It is one of the bigger Fitness First, definitely bigger than the Capital tower one",5,Fitness First,Paya Lebar,83,2019
"Crowded, badly maintenace and poor hygiene",1,Fitness First,Paya Lebar,42,2019
Nice and clean place here,5,Fitness First,Paya Lebar,25,2019
A new open concept gym with open concept studios. This outlet specialised in boxing and martial arts. Can be quite crowded during peak hours.,4,Fitness First,Paya Lebar,141,2019
"Possibly your worst outlet ever - where is the individual changing room that all your other outlets have?

Small and overcrowded, similar to community centre type of gyms. Will not be back again and glad I do not live in the vicinity. That said, good job on all other other outlets except this one.",1,Fitness First,Paya Lebar,298,2019
Lovely gym.. good atmosphere.,5,Fitness First,Paya Lebar,29,2019
"Have been a member for a few years. Have always just ignored the bad policies from the management but the most recent incident really annoyed me. I just switched my payment mode from credit card to giro. I was told it would take 4-6 weeks to activate and during the transition period, I would have to make a manual payment at the counter when I visit the gym. But on 2nd April I received a call from Geena Kaur asking for my CARD NUMBER and expiry date. I was shocked! I told her I was not comfortable in giving such details over the phone and as I was intending to head down to the gym later in the evening, I told her i would make payment at the counter. But she INSISTED I give it to her over the phone.

When you first sign up, they tell you that you can freeze your membership anytime and the fee can be pro-rated if you need to freeze it for less than a month. When I wanted to freeze my membership for the last 2 weeks of the month, I was told it could not be done. Reason given was that they can only freeze a minimum of a whole month starting from the beginning of the month and the pro-rating was if i cut the freeze before the month ended. Which means if I have to travel, i can only travel after the first week of the month if I want to get it freezed it or get it pro-rated which is absolutely ridiculous.

The counter staffs and trainers were all really nice and friendly, but the management and management staffs are really bad.",1,Fitness First,Paya Lebar,1443,2019
Became a member and regretting it. Bloody waste of money. Overcrowdng with not enough equipments.,1,Fitness First,Paya Lebar,97,2019
this is my gym so of course i loooove it!,5,Fitness First,Paya Lebar,41,2019
New and conducive environment. But now school hols some kids are there with parents. Kee buffing and be fit yo inshaAllah,5,Fitness First,Paya Lebar,121,2019
"When I signed up for a 12-month contract, the agent lied to me that I will be getting a 50% promotional discount for my first month fee. I was shocked FFP Paya Lebar charged me the first fee at full amount. What a scam!",1,Fitness First,Paya Lebar,219,2019
"they requested to hold my IC for locker key. When i said i will not give it, they proposed to trial without locker. what a stupid guess?

btw, from what I saw - smallest FF i ever seen, but still quite functional (mote for marrial art, but not for weight training tho)

definitely not for that money they are asking for it.",1,Fitness First,Paya Lebar,323,2019
"Very nice Gym with open concept design

Quite big,but a bit crowded during evening

They have Boxing classes here,and",4,Fitness First,Paya Lebar,117,2019
"AWESOME NEW GYM, but need a cable Fly machine.",5,Fitness First,Paya Lebar,46,2019
Great FF Platinum gym with a large space and modern facilities. Better than most other FF platinum gyms. Attire is provided. #BrownManReviews,5,Fitness First,Paya Lebar,141,2019
Relatively well equipped gym. Missing a few more mirrors around squat racks. Machine hogging behavior seems to be quite frequently displayed as compared to other FF gyms.,4,Fitness First,Paya Lebar,170,2019
Great Environment! Staff always greet with smile,5,Fitness First,Paya Lebar,48,2019
"expensive and overcrowded. i have to wait more.than 45 mins just to use dumb bell, almost every equipment is used.",1,Fitness First,Paya Lebar,114,2019
Been there for my training on Sunday morning. Quite compare with the peak hours rush 6pm-8pm. Friendly staff and place walking distant from MRT station. There are Giant and NTUC nearby. Easy for shopping after a hearty workout.,4,Fitness First,Paya Lebar,227,2018
Great for the boxing and muay thai enthusiasts as there are so many heavy and water bags. There is a nice choice of flavour infused waters as well.,5,Fitness First,Paya Lebar,147,2018
"Excellent range of equipment, impressed with the range of bodyweight training stations, which include rope climbs, monkey bars and punching bags.

Resistance/free weights area is good, didn't notice an assisted pull-up/dip station or Smith machine. This Area will feel cramped when busy, but during off-peak times the proximity of the machines is actually quite convenient.

My only small gripes are the limited number of cable attachments. The classes are loud but I train with music and this doesn't bother me. Would be frustrating for someone wanting to use the bodyweight training areas whilst there are classes using them, suggest checking the class schedules before planning your training times.

Charging station around the refreshments area is very handy too.",4,Fitness First,Paya Lebar,767,2018
Nope.,1,Fitness First,Paya Lebar,5,2018
"very noisy gym ,because of open Concept so you heard different music playing at the same time and the trainer Keep Shouting with the mic you will become deaf one day.....",1,Fitness First,Paya Lebar,170,2018
